,name_e,id,name,p_img,p_name,p_tooltip,q_img,q_name,q_cool,q_cost,q_range,q_tooltip,w_img,w_name,w_cool,w_cost,w_range,w_tooltip,e_img,e_name,e_cool,e_cost,e_range,e_tooltip,r_img,r_name,r_cool,r_cost,r_range,r_tooltip
74,MasterYi,11,마스터 이,MasterYi_Passive.png,2연속 공격,마스터 이는 몇 차례 연속으로 기본 공격을 한 이후에 2번 연속 공격합니다.,MasterYiQ.png,일격 필살,"[18, 17.5, 17, 16.5, 16]",50/55/60/65/70,600,마스터 이가 대상으로 지정할 수 없는 상태가 되어 순간이동한 후 대상 주변 적들을 순식간에 공격합니다. 공격이 ?회 적중한 후 적중하는 모든 공격은 적에게 ?의 물리 피해를 입힙니다. 이 스킬은 다른 대상이 없으면 같은 적을 연속으로 공격하며 추가 타격으로 ?의 물리 피해를 입힙니다.,MasterYiW.png,명상,"[28, 28, 28, 28, 28]",50,20,마스터 이가 정신을 집중해 ?초 동안 ?의 체력을 회복하고 입는 피해를 ?% 감소시킵니다. 회복량은 마스터 이가 잃은 체력에 비례해 최대 ?%까지 증가합니다.,MasterYiE.png,우주류 검술,"[18, 17, 16, 15, 14]",0,20,마스터 이의 기본 공격이 ?초 동안 ?의 고정 피해를 추가로 입힙니다.,MasterYiR.png,최후의 전사,"[85, 85, 85]",100,1,"기본 지속 효과: 챔피언 처치 관여 시 기본 스킬의 남은 재사용 대기시간이 ?% 감소합니다.사용 시: 마스터 이가 무아지경에 빠져 ?초 동안 이동 속도 ?%, 공격 속도 ?%를 얻고 둔화 효과에 면역됩니다. 챔피언 처치 관여 시 스킬 지속시간이 ?초 늘어납니다."
75,MissFortune,21,미스 포츈,MissFortune_Passive.png,사랑의 한 방,미스 포츈은 새로운 대상에게 기본 공격을 가할 때마다 추가 물리 피해를 입힙니다.,MissFortuneQ.png,한 발에 두 놈,"[7, 6, 5, 4, 3]",43/46/49/52/55,650,"미스 포츈이 튕기는 총알을 발사하여 적 하나와 그 뒤에 있는 다른 적에게 각각 ?의 물리 피해를 입힙니다. 두 번째 대상에게는 치명타를 입힐 수 있으며, 첫 번째 대상을 처치했을 경우 두 번째 대상에게는 항상 치명타가 적용됩니다. ",MissFortuneW.png,활보,"[12, 12, 12, 12, 12]",45,600,기본 지속 효과: 5초간 피해를 받지 않으면 미스 포츈의 이동 속도가 ? 증가합니다. 다음 5초간 피해를 입지 않으면 이동 속도가 ?까지 증가합니다.사용 시: 이동 속도 증가 효과를 최대로 얻고 ?초 동안 공격 속도가 ?% 상승합니다.사랑의 한 방 발동 시 이 스킬의 재사용 대기시간이 ?초 줄어듭니다.,MissFortuneE.png,총알은 비를 타고,"[18, 16, 14, 12, 10]",80,1000,미스 포츈이 지정 지역에 총알을 퍼부어 시야를 밝히고 2초간 ?의 마법 피해를 입힙니다. 총알에 맞은 적은 ?% 둔화됩니다.,MissFortuneR.png,쌍권총 난사,"[120, 110, 100]",100,400,미스 포츈이 ?초 동안 정신 집중 상태로 총을 ?회 난사해 공격 한 차례에 ?의 물리 피해를 입힙니다. (총 ?의 물리 피해)이 스킬은 매회 발사 시 각각 ?의 치명타 피해를 입힐 수 있습니다.
76,MonkeyKing,62,오공,MonkeyKing_Passive.png,바위 피부,오공이 챔피언 및 몬스터와 싸우는 동안 방어력이 점점 높아지며 최대 체력 재생 효과를 얻습니다.,MonkeyKingQ.png,파쇄격,"[9, 8.5, 8, 7.5, 7]",40,250/275/300/325/350,오공과 분신이 다음 공격 시 사거리가 ? 증가하고 ?의 물리 피해를 추가로 입히며 ?초 동안 대상의 방어력이 ?% 감소합니다.오공이나 오공의 분신이 기본 공격 및 스킬로 적을 공격할 때마다 이 스킬의 재사용 대기시간이 ?초 감소합니다.이 스킬은 피해를 입힐 때 효과가 발동합니다.,MonkeyKingW.png,분신 전사,"[20, 19, 18, 17, 16]",80/70/60/50/40,275,오공이 돌격하며 ?초 동안 투명 상태가 되고 ?초 동안 움직이지 않는 분신을 생성합니다.분신은 오공의 궁극기를 모방하여 오공이 최근에 피해를 입힌 근처 적을 공격해 기존 피해량의 ?%만큼 피해를 입힙니다.,MonkeyKingE.png,근두운 급습,"[10, 9.5, 9, 8.5, 8]",30/35/40/45/50,650,오공이 적에게 돌격하며 자신의 분신을 만들어 근처의 적 최대 ?명에게 돌격시킵니다. 적중당한 적은 각각 ?의 마법 피해를 입습니다. 오공과 분신은 ?초 동안 ?%의 공격 속도를 얻습니다.몬스터에게는 ?의 피해를 입힙니다.,MonkeyKingR.png,회전격,"[120, 105, 90]",100,315,오공이 ?%의 이동 속도를 얻고 ?초 동안 여의봉을 휘두릅니다. 여의봉에 맞은 근처 적들은 ?초 동안 공중에 뜨며 ?+최대 체력의 ?에 해당하는 물리 피해를 입습니다.재사용 대기시간이 적용되기 전 ?초 안에 이 스킬을 한 번 더 사용할 수 있습니다.
77,Mordekaiser,82,모데카이저,Mordekaiser_Passive.png,암흑 탄생,모데카이저가 적 챔피언이나 몬스터에게 공격 또는 스킬을 3회 적중시키면 강력한 피해를 입히는 오오라를 얻고 이동 속도가 증가합니다.,MordekaiserQ.png,말살,"[9, 7.75, 6.5, 5.25, 4]",0,675,"모데카이저가 몰락의 밤으로 땅을 내리쳐 해당 지역에 있는 모든 적에게 ?의 마법 피해를 입히며, 단일 대상 적중 시 피해량이 ?까지 증가합니다.",MordekaiserW.png,불멸,"[12, 11, 10, 9, 8]",0,25000,"기본 지속 효과: 모데카이저가 입히는 피해의 ?%, 받는 피해의 ?%를 축적합니다.사용 시: 모데카이저가 축적한 피해를 보호막으로 전환합니다. 스킬을 재사용하면 남은 보호막의 ?%만큼 체력을 회복합니다.최소 보호막 흡수량: ?최대 보호막 흡수량: ?",MordekaiserE.png,죽음의 손아귀,"[18, 16, 14, 12, 10]",0,700,기본 지속 효과: 모데카이저가 ?%의 마법 관통력을 얻습니다.사용 시: 모데카이저가 적들을 자신 쪽으로 끌어당겨 ?의 마법 피해를 입힙니다.,MordekaiserR.png,죽음의 세계,"[140, 120, 100]",0,650,모데카이저가 챔피언 하나를 ?초 동안 죽음의 세계로 추방해 지속시간 동안 대상이 지닌 주요 능력치들의 ?%를 훔칩니다.모데카이저가 죽음의 세계에서 적을 처치하면 영혼을 흡수하여 대상이 부활할 때까지 훔친 능력치를 유지합니다.
78,Morgana,25,모르가나,Morgana_Passive.png,영혼 흡수,"모르가나가 적의 영혼을 흡수하여 챔피언, 대형 미니언, 중형 및 대형 정글 몬스터에게 피해를 입힐 때 체력을 회복합니다.",MorganaQ.png,어둠의 속박,"[10, 10, 10, 10, 10]",50/55/60/65/70,1250,모르가나가 별의 화염이 깃든 에너지를 발사하여 첫 번째로 명중한 대상을 ?초 동안 속박하고 ?의 마법 피해를 입힙니다.,MorganaW.png,고통의 그림자,"[12, 12, 12, 12, 12]",70/85/100/115/130,900,모르가나가 ?초 동안 대상 지역을 불태워 매초 ?의 마법 피해를 입힙니다. 피해는 대상이 잃은 체력에 비례해 최대 ?%까지 증가합니다.이 스킬의 재사용 대기시간은 모르가나가 영혼 흡수로 체력을 회복할 때마다 ?%씩 감소합니다.,MorganaE.png,칠흑의 방패,"[24, 22, 20, 18, 16]",80,800,모르가나가 아군 챔피언에게 ?초 동안 ?의 마법 피해를 흡수하는 보호막을 씌웁니다. 보호막이 유지되는 동안 방해 및 이동 불가 효과에 면역됩니다.,MorganaR.png,영혼의 족쇄,"[120, 110, 100]",100,625,모르가나가 자신과 주변 적 챔피언을 사슬로 묶어 대상에게 ?의 마법 피해를 입히고 ?% 둔화시킵니다. ?초가 지난 후 사슬을 벗어나지 못한 적은 추가로 ?의 마법 피해를 입고 ?초 동안 기절합니다.이 스킬을 사용하는 동안 모르가나가 사슬로 묶은 적을 향해 이동할 때 이동 속도가 ?% 증가합니다.
79,Nami,267,나미,Nami_Passive.png,밀려오는 파도,나미의 스킬에 맞은 아군 챔피언은 짧은 시간 동안 이동 속도가 상승합니다.,NamiQ.png,물의 감옥,"[12, 11, 10, 9, 8]",60,875,나미가 물방울을 던져 ?초 동안 기절시키고 ?의 마법 피해를 입힙니다.,NamiW.png,밀물 썰물,"[10, 10, 10, 10, 10]",70/80/90/100/110,725,나미가 밀려드는 파도를 보내 아군 및 적 챔피언을 번갈아 맞힙니다. 파도는 각 챔피언을 한 번만 맞힐 수 있으며 최대 ?명의 대상에게 튕깁니다.아군의 체력을 ?만큼 회복시키고 근처 적 챔피언에게 튕깁니다. 적에게 ?의 마법 피해를 입히고 근처 아군 챔피언에게 튕깁니다.피해량과 회복량은 한 번 튕길 때마다 ?씩 조정됩니다. ,NamiE.png,파도 소환사의 축복,"[11, 11, 11, 11, 11]",55/60/65/70/75,800,나미가 ?초 동안 아군 챔피언의 다음 기본 공격과 스킬 ?회를 강화합니다. 강화된 기본 공격과 스킬은 대상을 ?초 동안 ?만큼 둔화시키고 ?의 마법 피해를 추가로 입힙니다. ,NamiR.png,해일,"[120, 110, 100]",100,2550,나미가 해일을 소환하여 0.5초 동안 공중으로 띄워 올리고 ?% 둔화시키며 ?의 마법 피해를 입힙니다. 둔화 지속시간은 해일이 이동한 거리에 비례하며 최대 ?초입니다.파도에 맞은 아군은 밀려오는 파도의 효과를 두 배로 받습니다.
80,Nasus,75,나서스,Nasus_Passive.png,영혼의 포식자,나서스는 적의 영혼을 흡수하여 생명력 흡수 효과를 얻습니다.,NasusQ.png,흡수의 일격,"[7.5, 6.5, 5.5, 4.5, 3.5]",20,300,"나서스의 다음 기본 공격이 ?의 물리 피해를 입힙니다. 이 스킬로 적을 처치하면 영구적으로 피해량이 ?만큼 증가하고 챔피언, 대형 미니언, 대형 정글 몬스터를 대상으로는 ?만큼 증가합니다.이 스킬은 피해를 입힐 때 효과가 발동합니다.",NasusW.png,쇠약,"[15, 14, 13, 12, 11]",80,700,나서스가 챔피언의 노화를 촉진시켜 ?% 둔화시킵니다. 둔화 효과는 ?초 동안 최대 ?%까지 증가합니다. 대상의 공격 속도는 둔화 효과의 절반만큼 감소합니다.,NasusE.png,영혼의 불길,"[12, 12, 12, 12, 12]",70/85/100/115/130,650,나서스가 영혼의 불길로 ?의 마법 피해를 입힙니다. 해당 지역 내 적은 방어력이 ?%만큼 감소하고 ?초 동안 ?의 마법 피해를 입습니다.,NasusR.png,사막의 분노,"[120, 120, 120]",100,20,나서스가 15초 동안 모래 폭풍 속에서 힘을 얻어 최대 체력이 ? 증가하고 방어력과 마법 저항력이 ? 상승합니다.폭풍이 부는 동안 나서스는 매초 주변 적이 보유한 최대 체력의 ?에 해당하는 마법 피해를 입히며 흡수의 일격 재사용 대기시간이 ?% 감소합니다.
81,Nautilus,111,노틸러스,Nautilus_Passive.png,강력한 일격,노틸러스가 대상에 대한 첫 기본 공격 시 추가 물리 피해를 입히고 잠시 속박합니다.,NautilusQ.png,닻줄 견인,"[14, 13, 12, 11, 10]",60,1150,노틸러스가 전방으로 닻을 던집니다. 닻이 적을 맞히면 노틸러스와 대상이 가까이 당겨지며 대상에게 ?의 마법 피해를 입히고 잠시 기절시킵니다. 닻이 지형을 맞히면 노틸러스가 지형 쪽으로 끌려갑니다.,NautilusW.png,타이탄의 분노,"[12, 12, 12, 12, 12]",80,350,노틸러스가 ?초 동안 ?의 피해를 흡수하는 보호막을 얻습니다. 보호막이 지속되는 동안 노틸러스의 기본 공격은 2초에 걸쳐 대상과 대상 주위의 모든 적에게 ?의 마법 피해를 추가로 입힙니다.,NautilusE.png,역조,"[7, 6.5, 6, 5.5, 5]",50/60/70/80/90,600,노틸러스가 주위에 세 번의 폭발을 일으킵니다. 폭발할 때마다 범위 내의 모든 적에게 ?의 마법 피해를 입히고 ?초 동안 ?% 둔화시킵니다. 둔화 효과는 시간이 지나면 사라집니다.,NautilusR.png,폭뢰,"[120, 100, 80]",100,825,"노틸러스가 적 챔피언을 추격하는 충격파를 발사해 ?의 마법 피해를 입히며, ?초 동안 공중으로 띄워 올리고 기절시킵니다. 충격파에 맞은 다른 적 또한 공중에 뜨고 기절하며 ?의 마법 피해를 입습니다."
82,Neeko,518,니코,Neeko_Passive.png,태고의 마력,니코가 아군 챔피언 중 한 명으로 변신합니다. 적 챔피언에게 피해를 입거나 피해를 입히는 스킬을 사용하면 변신이 풀립니다.,NeekoQ.png,꽃망울 폭발,"[7, 7, 7, 7, 7]",50/60/70/80/90,800,니코가 폭발하는 씨앗을 던져 ?의 마법 피해를 입힙니다. 씨앗이 폭발하여 유닛을 처치하거나 챔피언 또는 대형 몬스터에게 피해를 입히면 다시 폭발하여 ?의 마법 피해를 입힙니다. 최대 두 번까지 추가로 폭발합니다.,NeekoW.png,형상 분리,"[20, 19, 18, 17, 16]",0,900,기본 지속 효과: 세 번째 기본 공격마다 ?의 추가 마법 피해를 입히고 이동 속도가 ?초 동안 ?% 증가합니다.사용 시: 니코가 ?초 동안 투명 상태가 되며 ?초 동안 유지되는 복제 형상을 만들어 지정한 방향으로 보냅니다. 니코와 복제 형상은 ?초 동안 ?%의 추가 이동 속도를 얻습니다.,NeekoE.png,칭칭올가미,"[12, 11.5, 11, 10.5, 10]",60/65/70/75/80,1000,"니코가 올가미를 던져 ?의 마법 피해를 입히고 ?초 동안 속박합니다.올가미는 적을 맞히면 강화되어 크기가 커지고 더 빠르게 날아가며, ?초 동안 속박합니다.",NeekoR.png,만개,"[90, 90, 90]",100,600,니코가 ?초 후 공중으로 도약하며 ?(+주변에 있는 적 챔피언 하나당 ?)의 피해량을 흡수하는 보호막을 얻습니다.착지할 때 주변 적들에게 ?의 마법 피해를 입히고 ?초 동안 기절시킵니다.니코가 변신 상태인 경우 이 스킬의 준비 동작이 적에게 보이지 않습니다.
83,Nidalee,76,니달리,Nidalee_Passive.png,수풀 배회,"수풀을 통과하면 니달리의 이동 속도가 2초간 10% 상승하며, 1400 범위 안의 눈에 보이는 적 챔피언 쪽으로 갈 때는 30%까지 올라갑니다.챔피언이나 몬스터에게 창 투척 또는 매복 덫을 맞히면 사냥이 발동되어 4초간 대상에 대한 절대 시야를 얻습니다. 이 동안 니달리는 이동 속도가 10% 상승하고 (사냥 당하는 대상을 향해 갈 때 30% 상승) 이들을 사냥할 때 숨통 끊기와 급습이 강화됩니다.",NidaleeQ.png,창 투척 / 숨통 끊기,"[6, 6, 6, 6, 6]",50/55/60/65/70,1500,인간 형태: 니달리가 창을 던져 ?의 마법 피해를 입힙니다. 피해량은 창이 날아간 거리에 비례해 ?의 마법 피해까지 증가합니다.,NidaleeW.png,매복 덫 / 급습,"[13, 12, 11, 10, 9]",40/45/50/55/60,900,인간 형태: 니달리가 2분 동안 유지되는 투명한 덫을 설치합니다. 적이 덫을 밟으면 ?초 동안 초당 ?의 마법 피해를 입습니다.한 번에 ?개의 덫만 설치할 수 있습니다.,NidaleeE.png,태고의 생명력 / 할퀴기,"[12, 12, 12, 12, 12]",50/60/70/80/90,600,인간 형태: 니달리가 체력 ?+잃은 체력의 1%당 1%씩 회복시키고 7초 동안 공격 속도를 ?% 증가시킵니다.,NidaleeR.png,쿠거의 상,"[3, 3, 3, 3]",0,20,기본 지속 효과: 인간 형태일 때 사냥을 적용하면 이 스킬의 재사용 대기시간이 초기화됩니다.인간 형태: 니달리가 쿠거 형태로 변하며 기본 공격이 근접으로 바뀌고 사용 스킬이 변경됩니다.쿠거 형태: 니달리가 인간 형태로 변하며 기본 공격이 원거리로 바뀌고 사용 스킬이 변경됩니다.
84,Nocturne,56,녹턴,Nocturne_Passive.png,그림자 칼날,몇 초마다 녹턴의 기본 공격이 주변 적에게 추가 물리 피해를 입히고 녹턴의 체력을 회복시킵니다. 녹턴이 기본 공격 시 이 효과의 재사용 대기시간이 감소합니다.,NocturneQ.png,황혼의 인도자,"[8, 8, 8, 8, 8]",60/65/70/75/80,1125,녹턴이 그림자 칼날을 던져 ?의 물리 피해를 입히고 ?초 동안 황혼의 궤적을 남깁니다. 공격당한 적 챔피언 역시 황혼의 궤적을 남깁니다. 녹턴은 궤적 위로 이동 시 유체화 상태가 되고 이동 속도가 ?% 상승하며 공격력이 ? 증가합니다.,NocturneW.png,어둠의 장막,"[20, 18, 16, 14, 12]",50,20,기본 지속 효과: 녹턴의 공격 속도가 ?% 상승합니다.사용 시: 녹턴이 1.5초 동안 그림자 장벽을 생성해 적의 다음 스킬을 방어합니다. 스킬을 막아내면 ?초 동안 이 스킬의 기본 지속 효과가 강화되어 공격 속도가 ?%까지 상승합니다.,NocturneE.png,말할 수 없는 공포,"[15, 14, 13, 12, 11]",60/65/70/75/80,425,기본 지속 효과: 녹턴이 공포에 빠진 적에게 접근할 때 이동 속도가 ?% 증가합니다.사용 시: 녹턴이 대상과 연결되어 악몽을 꾸게 하고 ?초 동안 ?의 마법 피해를 입힙니다. 연결이 끊어지지 않으면 대상이 ?초 동안 공포에 빠집니다.,NocturneR.png,피해망상,"[140, 115, 90]",100,2500/3250/4000,녹턴이 전장을 어둠으로 뒤덮어 ?초 동안 적 챔피언의 시야 반경을 줄이고 시야 공유를 차단합니다. 지속시간 중에 스킬을 재사용하면 적 챔피언에게 돌격해 ?의 물리 피해를 입힙니다.
85,Nunu,20,누누와 윌럼프,Nunu_Passive.png,프렐요드의 부름,"누누가 윌럼프와 주변 아군 1명의 공격 속도와 이동 속도를 증가시키고, 윌럼프의 기본 공격이 대상 근처의 적에게 피해를 줍니다.",NunuQ.png,잡아먹기,"[12, 11, 10, 9, 8]",60,125,윌럼프가 적을 물어뜯습니다. 미니언이나 정글 몬스터에게 사용 시 ?의 고정 피해를 입히고 ?의 체력을 회복합니다. 챔피언에게 사용 시 ?의 마법 피해를 입히고 ?의 체력을 회복합니다.누누와 윌럼프의 체력이 ?% 미만일 경우 회복량이 ?% 증가합니다.,NunuW.png,데굴데굴 눈덩이!,"[14, 14, 14, 14, 14]",50/55/60/65/70,7500,"누누와 윌럼프가 굴릴수록 크기와 속도가 증가하는 눈덩이를 생성합니다. 눈덩이는 적에게 피해를 입히고 공중으로 띄워 올립니다. 눈덩이를 굴리는 동안 회전 속도가 느려지지만 계속 회전하면 회전 속도가 점점 증가합니다.눈덩이가 챔피언이나 대형 몬스터, 벽에 충돌하면 ?~?의 마법 피해를 입히고 ?~?초 동안 대상을 공중으로 띄워 올립니다. 피해량은 눈덩이를 굴린 거리에 비례합니다.재사용하여 눈덩이를 일찍 굴려 보낼 수 있습니다.",NunuE.png,눈덩이 팡팡팡,"[14, 14, 14, 14, 14]",50/55/60/65/70,625,누누가 눈덩이 3개를 던져 눈덩이 하나당 총 ?의 마법 피해를 입힙니다. 눈덩이 3개를 모두 맞은 적은 ?초 동안 ?% 둔화됩니다. 이 스킬은 최대 2회까지 재사용할 수 있습니다.?초 후 누누가 눈덩이에 맞아 둔화된 주변 적을 모두 ?초 동안 속박하고 ?의 추가 마법 피해를 입힙니다.,NunuR.png,절대 영도,"[110, 100, 90]",100,650,"누누와 윌럼프가 최대 ?초 동안 강력한 눈보라를 생성합니다. 눈보라 안에 있는 적은 ?% 둔화되며 지속시간 동안 둔화 정도는 최대 ?%까지 증가합니다. 누누와 윌럼프는 ?의 보호막을 얻으며, 이 보호막은 이후 ?초에 걸쳐 서서히 사라집니다.눈보라가 끝나면 폭발하여 범위 내에 있는 적에게 정신 집중 시간에 비례해 ?~?의 마법 피해를 입힙니다. 재사용하여 눈보라를 일찍 끝낼 수 있습니다."
86,Olaf,2,올라프,Olaf_Passive.png,광전사의 분노,올라프는 잃은 체력에 비례해 공격 속도를 얻습니다.,OlafQ.png,역류,"[7, 7, 7, 7, 7]",60,1000,올라프가 도끼를 던져 ?의 물리 피해를 입히고 ?~?초 동안 ?% 둔화시킵니다. 지속시간은 도끼가 날아간 거리에 비례합니다.올라프가 도끼를 집으면 이 스킬의 재사용 대기시간이 4.5초 감소합니다.,OlafW.png,광포한 공격,"[16, 16, 16, 16, 16]",30,700,"?초 동안 올라프의 생명력 흡수가 ?%, 공격 속도가 ?%, 받는 치유 효과가 잃은 체력에 비례해 ?% 증가합니다.",OlafE.png,무모한 강타,"[11, 10, 9, 8, 7]",0,325,올라프가 맹렬한 기세로 도끼를 휘둘러 ?의 고정 피해를 입힙니다. 적을 처치하면 소모값을 되돌려받습니다.기본 공격 시 이 스킬의 재사용 대기시간이 1초 감소합니다.,OlafR.png,라그나로크,"[100, 90, 80]",0,400,"기본 지속 효과: 올라프의 방어력이 ?, 마법 저항력이 ? 증가합니다.사용 시: 올라프가 자신에게 걸린 모든 이동 불가 및 방해 효과를 제거하고, 다음 ?초 동안 해당 효과에 면역이 됩니다. 지속시간 동안 방어력과 마법 저항력 증가 효과는 사라지지만, 공격력이 ? 증가합니다. 또한 ?초 동안 적 챔피언에게 접근할 때 이동 속도가 ?% 상승합니다."
87,Orianna,61,오리아나,Orianna_Passive.png,시계태엽 감기,오리아나의 기본 공격은 추가 마법 피해를 입힙니다. 같은 적을 연속으로 공격할수록 추가 마법 피해량도 커집니다.,OriannaQ.png,명령: 공격,"[6, 5.25, 4.5, 3.75, 3]",30/35/40/45/50,815,오리아나가 구체에게 이동하도록 명령하여 해당 지점 주변에 있는 적들과 이동 중에 마주치는 적들에게 ?의 마법 피해를 입힙니다. 적에게 닿을 때마다 피해량은 ?%씩 감소합니다.,OriannaW.png,명령: 불협화음,"[7, 7, 7, 7, 7]",70/80/90/100/110,255,오리아나가 구체에게 에너지를 방출하도록 명령하여 주변에 있는 적에게 ?의 마법 피해를 입힙니다.이때 자기장이 ?초 동안 발생하여 적들을 ?% 둔화시키고 아군에게는 ?%의 이동 속도를 부여합니다. 이 효과는 ?초에 걸쳐 점점 사라집니다.,OriannaE.png,명령: 보호,"[9, 9, 9, 9, 9]",60,1095,기본 지속 효과: 구체가 보호하는 아군 챔피언은 ?의 방어력과 ?의 마법 저항력을 얻습니다.사용 시: 오리아나가 구체에게 아군 챔피언을 따라다니도록 명령해 ?초 동안 ?의 피해를 흡수하는 보호막을 씌웁니다. 중간에 구체와 마주치는 적들은 ?의 마법 피해를 입습니다.,OriannaR.png,명령: 충격파,"[110, 95, 80]",100,410,오리아나가 구체에게 충격파를 방출하도록 명령하여 근처에 있는 적들에게 ?의 마법 피해를 입히고 구체 쪽으로 끌어당깁니다.
88,Ornn,516,오른,Ornn_Passive.png,간이 대장간,오른이 추가 방어력과 마법 저항력을 얻습니다.오른은 어디에서든 골드를 써서 소모품을 제외한 아이템을 제작할 수 있습니다.또한 걸작 아이템을 만들어 직접 사용하거나 아군의 아이템을 업그레이드할 수 있습니다.,OrnnQ.png,용암 균열,"[9, 8.5, 8, 7.5, 7]",45,800,오른이 지면을 내려쳐 적에게 ?의 물리 피해를 입히고 ?초 동안 ?% 둔화시키는 균열을 만듭니다. 잠시 후 균열이 끝나는 지점에 ?초 동안 용암 기둥이 생성됩니다. ,OrnnW.png,불꽃 풀무질,"[12, 11.5, 11, 10.5, 10]",45/50/55/60/65,25000,오른이 ?초 동안 저지 불가 상태로 전진하며 불꽃을 뿜어 대상 최대 체력의 ?%에 해당하는 마법 피해를 입힙니다. 마지막 불꽃에 맞은 적은 ?초 동안 불안정 상태가 됩니다.불안정 상태인 대상에게는 이동 불가 효과의 지속시간이 30% 증가하며 최대 체력의 ?에 해당하는 마법 피해를 추가로 입힙니다. 오른이 불안정 상태인 대상에게 기본 공격을 가하면 뒤로 밀어내며 추가 피해를 입힙니다.,OrnnE.png,화염 돌진,"[16, 15, 14, 13, 12]",35/40/45/50/55,450,"오른이 돌진하며 ?의 물리 피해를 입힙니다. 돌진 중 지형지물에 충돌하면 충격파가 발생해 적을 ?초 동안 공중으로 띄우며, 돌진에 부딪히지 않은 적에게 화염 돌진의 피해를 적용합니다.오른의 돌진은 용암 기둥이나 적이 만든 지형지물을 파괴합니다.",OrnnR.png,대장장이 신의 부름,"[140, 120, 100]",100,2500,"오른이 자신에게 다가오는 거대한 불의 정령을 소환해 적들에게 ?의 마법 피해를 입히고 ?초 동안 불안정 상태로 만듭니다. 또한 정령이 움직인 거리에 비례하여 최대 ?% 둔화시킵니다.오른이 스킬을 재사용하면 돌진하며 박치기합니다. 정령에게 박치기를 하면 정령의 진행 방향을 바꾸고 힘을 실어 줄 수 있습니다. 힘을 받은 정령은 처음 닿는 적 챔피언을 ?초 동안, 나머지 적 챔피언들은 ?초 동안 공중으로 띄웁니다. 또한 ?의 마법 피해를 입히고 다시 한번 불안정 상태로 만듭니다."
89,Pantheon,80,판테온,Pantheon_Passive.png,필멸자의 의지,스킬 사용 또는 공격을 몇 차례 하고 나면 다음 스킬이 강화됩니다.,PantheonQ.png,혜성의 창,"[13, 11.75, 10.5, 9.25, 8]",30,575,짧게 누를 때: 판테온이 창을 찔러 적중한 적들에게 ?의 물리 피해를 입힙니다. 혜성의 창 재사용 대기시간이 ?% 감소합니다.길게 누를 때: 판테온이 창을 던져 처음 적중한 적에게 ?의 물리 피해를 입히고 뒤에 있는 적들에게 ?% 감소된 피해를 입힙니다. 체력이 ?% 보다 낮은 적들에게는 치명타로 적중해 ?의 물리 피해를 입힙니다.필멸자의 의지 추가 효과: ?의 물리 피해를 추가로 입힙니다.,PantheonW.png,방호의 도약,"[13, 12, 11, 10, 9]",55,600,판테온이 대상에게 도약한 뒤 ?초 동안 대상을 기절시키고 ?의 물리 피해를 입힙니다.필멸자의 의지 추가 효과: 판테온의 다음 기본 공격이 ?회 타격하여 총 ?의 물리 피해를 입힙니다.,PantheonE.png,방패 돌격,"[22, 20.5, 19, 17.5, 16]",80,400,판테온이 방패를 들어 지정한 방향의 적들과 전투를 시작합니다. ?초 동안 포탑을 제외한 해당 방향의 피해로부터 면역이 되고 ?의 물리 피해를 입힙니다. 지속시간이 끝나면 판테온이 방패로 타격하며 ?의 물리 피해를 입힙니다.필멸자의 의지 추가 효과: 방패로 타격할 때 ?초 동안 이동 속도가 ?% 상승합니다. ,PantheonR.png,거대 유성,"[180, 165, 150]",100,5500,기본 지속 효과: 판테온의 방어구 관통력이 ?% 증가합니다.사용 시: 판테온이 힘을 모아 높이 도약했다가 창을 던져 좁은 영역에 ?의 물리 피해를 입히고 ?초 동안 ?% 둔화시킵니다. 그런 다음 지정한 위치에 유성이 되어 떨어집니다. 일직선상에 있는 적들에게 최대 ?의 마법 피해를 입힙니다. (피해량은 범위 가장자리로 갈수록 감소하여 가장 바깥쪽은 ?% 감소된 피해를 입힙니다.)이 스킬을 사용하면 필멸자의 의지가 즉시 활성화됩니다.
